Classification,classID
"SWITCH, CURRENT STATUS",488
"SWITCH, DRUM",488
"SWITCH, ETHERNET",488
"SWITCH, FAN CONTROL",488
"SWITCH, FLOAT",488
"SWITCH, FLOW",488
"SWITCH, FOOT",488
"SWITCH, KEY",488
"SWITCH, LATCHING",488
"SWITCH, LIMIT, EXPLOSION PROOF",488
"SWITCH, LIQUID LEVEL",488
"SWITCH, MAGNETIC INTERLOCK",488
"SWITCH, NON-ILLUMINATED SELECTOR",488
"SWITCH, NON-ILLUMINATED W/CONTACT BLOCK",488
"SWITCH, PRESSURE, EXPLOSION PROOF",488
"SWITCH, PROXIMITY",488
"SWITCH, PULL",488
"SWITCH, PUSH BUTTON, EXPLOSION PROOF",488
"SWITCH, REED",488
"SWITCH, ROCKER",488
"SWITCH, SAFETY DISCONNECT, EXPLOSION PROOF",488
"SWITCH, SAFETY INTERLOCK",488
"SWITCH, SNAP ACTION",488
"SWITCH, SPECIALTY",488
"SWITCH, TEMPERATURE",488
"SWITCH, TIMER",488
"SWITCH, VACUUM",488
"SWITCH, VALVE",488
"SWITCH, VIBRATION",488
"SWITCH, WALL",488
"SWIVEL, HOIST/RIGGING",488
SYRINGE,488
"SYRINGE AND NEEDLE, DISPENSING GUN",488
"SYRINGE, CHROMATOGRAPHY",488
"SYRINGE, DETECTOR",488
"SYSTEM, BACKUP",488
"SYSTEM, BOOSTER PUMP, MULIT STAGE",488
"SYSTEM, CABLE PROTECTION",488
"SYSTEM, CABLE/HOSE FESTOON",488
"SYSTEM, CONDENSATE RETURN",488
"SYSTEM, DRUM DISPENSING/CONTAINMENT",488
"SYSTEM, FILTRATION",488
"SYSTEM, FLEXIBLE HOSE",488
"SYSTEM, LUBRICATION",488
"SYSTEM, PAINT SPRAYER, HVLP",488
"SYSTEM, SINK PUMP",488
"SYSTEM, SUMP/SEWAGE PUMP",488
"SYSTEM, TEST",488
"SYSTEM, VISION",488
"TAB, INDEX",488
"TAB, PULL",488
"TABLE, CONFERENCE",488
"TABLE, DOWNDRAFT",488
"TABLE, GENERAL PURPOSE",488
"TABLE, LIFT",488
"TABLE, TRANSFER BALL",488
"TABLE, WORK",488
TACHOMETER,488
"TACK, THUMB",488
TAG,488
"TAG, BLANK",488
"TAG, INSPECTION",488
"TAG, KEY CABINET",488
"TAG, LABEL MAKER",488
"TAG, REPLACEMENT",488
"TAG, SHIPPING",488
TANK,488
"TANK, AIR, PORTABLE",488
"TANK, EYEWASH STATION",488
"TANK, HYDRAULIC RESERVOIR",488
"TANK, TOILET",488
"TANK, WATER",488
"TAPE, ADHESIVE",488
"TAPE, ANTI-SLIP",488
"TAPE, BARRIER",488
"TAPE, CORRECTION",488
"TAPE, DOUBLE-SIDED",488
"TAPE, DUCT",488
"TAPE, ELECTRICAL",488
"TAPE, EMBOSSING, ADHESIVE",488
"TAPE, FILAMENT",488
"TAPE, FILM",488
"TAPE, FIRST AID",488
"TAPE, FISHING",488
"TAPE, FOAM",488
"TAPE, FOIL",488
"TAPE, GENERAL PURPOSE",488
"TAPE, MAGNETIC",488
"TAPE, MASKING",488
"TAPE, MEASURING",488
"TAPE, PACKAGING",488
"TAPE, PACKAGING, FOOD GRADE",488
"TAPE, PIPE INSULATION",488
"TAPE, PIPE SEALANT",488
"TAPE, PROTECTIVE",488
"TAPE, REFLECTIVE",488
"TAPE, SPECIAL PURPOSE",488
"TAPS, POWER",488
TARP,488
"TARPS, HOIST/RIGGING",488
"TEE, ABS",488
"TEE, BRASS",488
"TEE, BRONZE",488
"TEE, COPPER",488
"TEE, CPVC",488
"TEE, MALLEABLE IRON",488
"TEE, PIPE",488
"TEE, PIPE, SANITARY",488
"TEE, POWER TAP",488
"TEE, PVC",488
"TEE, PVC, SANITARY",488
"TEE, STAINLESS STEEL",488
"TEE, STAINLESS STEEL, SANITARY",488
"TELEPHONE, ANALOG/DIGITAL",488
"TELEVISION, HD",488
"TENSIONER, BELT",488
"TENSIONER, STRAPPING",488
TENT,488
TERMINAL,488
"TERMINAL, BOARD",488
"TERMINAL, FORK",488
"TERMINAL, RING",488
"TEST KIT, ABRASIVE",488
"TEST KIT, COOLANT",488
"TEST KITS, BACKFLOW PREVENTER",488
"TEST STRIP, CHEMICAL",488
TESTER,488
"TESTER, BATTERY",488
"TESTER, EARTH RESISTANCE",488
"TESTER, GAS LAMP",488
"TESTER, MULTIFUNCTION",488
"TESTER, RECEPTACLE",488
"TESTER, ROTATION",488
"TESTER, SHOWER",488
"TESTER, VOLTAGE CONTINUITY",488
"TESTER, VOLTAGE DETECTOR",488
"TESTING, FIT",488
THERMISTOR,488
THERMOMETER,488
"THERMOMETER, FOOD GRADE",488
"THERMOMETER, FOOD SERVICE",488
"THERMOMETER, GLASS, INDUSTRIAL",488
"THERMOMETER, INFRARED",488
"THERMOMETER, PANEL MOUNT, ANALOG",488
"THERMOMETER, PANEL MOUNT, DIGITAL",488
"THERMOMETER, POCKET",488
"THERMOMETER, THERMOCOUPLE",488
THERMOSTAT,488
"THERMOSTAT, DIGITAL",488
"THERMOSTAT, FAN COIL",488
"THERMOSTAT, IMMERSION HEATER",488
"THERMOSTAT, LINE VOLTAGE",488
"THERMOSTAT, LOW VOLTAGE",488
"THERMOSTAT, REMOTE CONTROL",488
THERMOWELL,488
THIMBLE,488
"THINNER, PAINT",488
THREADLOCKER,488
"THREADLOCKER, FOOD GRADE",488
THRESHOLD,488
THYRISTOR,488
"TIE, TWIST",488
TIEDOWN,488
"TIERS, TOWER LIGHT",488
TIGHTENER,488
"TILE, CARPET",488
"TILE, CEILING",488
"TILE, FLOORING",488
"TIMER, DEFROST",488
"TIMER, DIGITAL/MECHANICAL",488
"TIMER, ELECTROMECHANICAL",488
"TIMER, ELECTRONIC",488
"TIMER, IEC DELAY",488
"TIMER, SPRING WOUND",488
TIP,488
"TIP, GAS WELDING",488
"TIP, NOZZLE",488
"TIP, PROBE",488
"TIP, SOLDERING",488
"TIRE, WHEELBARROW",488
"TISSUE, FACIAL",488
TITRATOR,488
TOILET,488
"TONGS, LABORATORY",488
TOOL,488
"TOOL, AIR CUT-OFF",488
"TOOL, ALIGNMENT",488
"TOOL, ANCHOR SETTING",488
"TOOL, AUTOMOTIVE SPECIALIZED",488
"TOOL, BATTERY SPECIALTY",488
"TOOL, BLADE DISPOSAL",488
"TOOL, BRAKE",488
"TOOL, CABLE TIE",488
"TOOL, CATHODE REMOVAL",488
"TOOL, CHAIN",488
"TOOL, CHISELS & PICKS",488
"TOOL, CLAMP, BAND",488
"TOOL, CLAMPING",488
"TOOL, CONNECTOR",488
"TOOL, CUT-OUT, CORDLESS",488
"TOOL, DEBURRING",488
"TOOL, DEVALVING",488
"TOOL, DRAIN CLEANING",488
"TOOL, DRYWALL SPECIALTY",488
"TOOL, ENGINE SPECIALTY",488
"TOOL, EXTRACTING",488
"TOOL, FLARING",488
"TOOL, FLOORING",488
"TOOL, FORMING",488
"TOOL, HVAC",488
"TOOL, LACING",488
"TOOL, MACHINE SPECIALTY",488
"TOOL, MISCELLANEOUS TILING",488
"TOOL, OSCILLATING, CORDED",488
"TOOL, OSCILLATING, CORDLESS",488
"TOOL, PAINTING",488
"TOOL, PERCUSSION",488
"TOOL, POWDER ACTUATED",488
"TOOL, PREP",488
"TOOL, PRESSING",488
"TOOL, PULLER",488
"TOOL, PUNCH DOWN",488
"TOOL, PUSH-PULLER",488
"TOOL, RETRIEVING",488
"TOOL, RIVET",488
"TOOL, ROOF REPAIR",488
"TOOL, ROTARY",488
"TOOL, SAWING, CABLE",488
"TOOL, SHEET METAL FOLDING",488
"TOOL, SOLDERING",488
"TOOL, SPECIALTY, INSTALLATION",488
"TOOL, SPECIALTY, PLUMBING",488
"TOOL, STRAPPING",488
"TOOL, SUSPENSION",488
"TOOL, SWAGING",488
"TOOL, TAPPING",488
"TOOL, THREAD INSERT",488
"TOOL, TILING",488
"TOOL, TIRE MOUNTING/DEMOUNTING",488
"TOOL, VAC BOX SPECIALITY",488
"TOOL, WALLPAPER",488
"TOP, RECYCLING CONTAINER",488
"TORCH, BUTANE",488
"TORCH, TIG",488
"TORQUE METER, ELECTRONIC",488
TOTE,488
TOWEL,488
"TOWEL, DISPOSABLE",488
"TOWEL, PAPER ROLL",488
"TOWEL, PAPER SHEET",488
"TOWEL, SHOP",488
"TOWEL, SHOP ROLL",488
"TRACER, CIRCUIT",488
TRACK ROLLER,488
"TRACK, CONVEYOR",488
"TRACK, METAL",488
TRANSCEIVER,488
TRANSDUCER,488
"TRANSDUCER, CURRENT",488
"TRANSDUCER, DISPLACEMENT",488
"TRANSDUCER, ELECTRO-PNEUMATIC",488
"TRANSDUCER, FREQUENCY",488
"TRANSDUCER, PRESSURE AND VACUUM",488
"TRANSDUCER, RESISTANCE",488
"TRANSDUCER, STATIC",488
"TRANSDUCER, TEMPERATURE",488
"TRANSDUCER, VIBRATION",488
"TRANSFORMER, CLASS 2",488
"TRANSFORMER, SINGLE PHASE",488
TRANSISTOR,488
TRANSMITTER,488
"TRANSMITTER, FLOW",488
"TRANSMITTER, HUMIDITY",488
"TRANSMITTER, INDICATING",488
"TRANSMITTER, LIQUID LEVEL",488
"TRANSMITTER, LIQUID LEVEL, SANITARY",488
"TRANSMITTER, PH",488
"TRANSMITTER, PRESSURE LEVEL, SANITARY",488
"TRANSMITTER, SANITARY",488
"TRANSMITTER, TEMPERATURE",488
"TRANSMITTER, TEMPERATURE, SANITARY",488
TRANSPORT SALVAGE/OVERPACK DRUM,488
TRAP,488
"TRAP, BELL",488
"TRAP, GREASE",488
"TRAP, INSECT",488
"TRAP, RODENT",488
"TRAP, SANITARY",488
TRAY,488
"TRAY, DRIP",488
"TRAY, FOOD GRADE",488
"TRAY, KEYBOARD",488
"TRAY, LETTER HOLDER",488
"TRAY, PAINT",488
"TREAD PLATE, ALUMINUM",488
"TREATMENT, MOP",488
"TRIM, EXIT DEVICE",488
"TRIMMER, LAMINATE",488
"TRIPOD, LEVELING",488
TROLLEY,488
TROUGH,488
"TROWEL, CONCRETE",488
"TROWEL, GARDEN",488
"TROWEL, TAPING",488
"TROWEL, TILE",488
"TRUCK, BASKET",488
"TRUCK, BOOK",488
"TRUCK, CUBE",488
"TRUCK, HAND, APPLIANCE",488
"TRUCK, HAND, CONVERTIBLE",488
"TRUCK, HAND, CYLINDER",488
"TRUCK, HAND, DRUM",488
"TRUCK, HAND, FOLDING",488
"TRUCK, HAND, GENERAL PURPOSE",488
"TRUCK, HAND, SPECIALTY",488
"TRUCK, HAND, STAIR CLIMBING",488
"TRUCK, PALLET LIFTER",488
"TRUCK, TILT",488
TRUNNION,488
"TUB, BUS",488
"TUB, LAUNDRY",488
TUBE,488
"TUBE STOCK, ALUMINUM, SQUARE",488
"TUBE STOCK, STAINLESS STEEL",488
"TUBE, BICYCLE",488
"TUBE, CAPILLARY",488
"TUBE, COOLANT",488
"TUBE, ELECTRONIC",488
"TUBE, INNER",488
"TUBE, METALLIC",488
"TUBE, NON METALLIC",488
"TUBE, NON METALLIC, FOOD GRADE",488
"TUBE, PITOT",488
"TUBING, COPPER",488
"TUBING, FEP",488
"TUBING, FUEL",488
"TUBING, NYLON",488
"TUBING, PEX",488
"TUBING, POLYPROPYLENE",488
"TUBING, POLYURETHANE, FOOD GRADE",488
"TUBING, PTFE",488
"TUBING, PVC",488
"TUBING, PVC, FOOD GRADE",488
"TUBING, SILICONE",488
"TUBING, STAINLESS STEEL",488
"TUMBLER, ROTARY",488
"TUMBLER, VIBRATORY",488
TURNBUCKLE,488
TURNTABLE,488
TWEEZERS,488
"UMBRELLA, PATIO",488
UNDERCOATING,488
UNDERGARMENT,488
UNION,488
"UNION, BRASS",488
"UNION, BRONZE",488
"UNION, CARBON STEEL",488
"UNION, COPPER",488
"UNION, CPVC",488
"UNION, DIELECTRIC",488
"UNION, DUCTILE IRON",488
"UNION, MALLEABLE IRON",488
"UNION, POLYPROPYLENE",488
"UNION, PVC",488
"UNION, ROTARY",488
"UNION, STAINLESS STEEL",488
"UNIT, COMBINATION",488
"UNIT, CONDENSING",488
"UNIT, COOLING, SERVO MOTOR",488
"UNIT, HEAT/COOL",488
"UNIT, LAMP CRUSHER",488
"UNIT, PORTABLE SPILL CONTAINMENT",488
"UNIT, POWER",488
"UNIT, SHOWER",488
"UNIT, TAKE-UP",488
"UNIT, TAKE-UP, FOOD GRADE",488
"UNIT, THERMAL",488
"UNIT, THERMAL OVERLOAD",488
"UNIT, TRANSMITTER",488
UPS,488
URINAL,488
"URN, SMOKING STATION",488
"URNS, COFFEE",488
"UTENSIL, FOOD PREP",488
"VACUUM, CRITICAL VACUUM",488
"VACUUM, HAND HELD",488
"VACUUM, OUTDOOR LITTER",488
"VACUUM, WET/DRY",488
"VALVE, ACTUATOR OPERATED",488
"VALVE, ACTUATOR OPERATED, SANITARY",488
"VALVE, AIR OPERATED",488
"VALVE, AIR OPERATED, SANITARY",488
"VALVE, ANGLE BODY PISTON",488
"VALVE, ANGLE STOP",488
"VALVE, BALL, ELECTRICAL ACTUATED",488
"VALVE, BLEED",488
"VALVE, BLOWOFF",488
"VALVE, BOILER DRAIN",488
"VALVE, BUTTERFLY, SANITARY",488
"VALVE, BYPASS",488
"VALVE, CARTRIDGE",488
"VALVE, CARTRIDGE, SANITARY",488
"VALVE, CHECK, HYDRAULIC",488
"VALVE, CHECK, SANITARY",488
"VALVE, COMPRESSOR",488
"VALVE, CONTROL, SANITARY",488
"VALVE, DIAPHRAGM, SANITARY",488
"VALVE, DRAIN",488
"VALVE, DRAIN COCK",488
"VALVE, EXHAUST",488
"VALVE, FLOAT",488
"VALVE, FLOW CONTROL",488
"VALVE, FLOW, PILOT CONTROLLED",488
"VALVE, FLUSH",488
"VALVE, GAS",488
"VALVE, GLOBE, SANITARY",488
"VALVE, HAND OPERATED",488
"VALVE, HAND OPERATED, SANITARY",488
"VALVE, HORIZONTAL ROTALOCK",488
"VALVE, HYDRANT",488
"VALVE, HYDRAULIC CONTROL",488
"VALVE, INJECTION",488
"VALVE, INLINE",488
"VALVE, LIMIT",488
"VALVE, LIQUID LEVEL",488
"VALVE, LOCKOUT",488
"VALVE, MANUAL AIR CONTROL",488
"VALVE, MANUAL DIAPHRAGM",488
"VALVE, METERING",488
"VALVE, MIXING",488
"VALVE, MODULAR",488
"VALVE, NEEDLE",488
"VALVE, NEEDLE, PNEUMATIC",488
"VALVE, PILOT CONTROL",488
"VALVE, PILOT CONTROL, SANITARY",488
"VALVE, PLUMBING",488
"VALVE, PLUMBING NEEDLE",488
"VALVE, PNEUMATIC CHECK",488
"VALVE, PNEUMATIC SAFETY",488
"VALVE, PNEUMATIC TOGGLE",488
"VALVE, POPPET",488
"VALVE, PRESSURE REDUCING",488
"VALVE, RADIATOR",488
"VALVE, RECIRCULATION",488
"VALVE, REFRIGERATION",488
"VALVE, REFRIGERATION SOLENOID",488
"VALVE, RELIEF, SANITARY",488
"VALVE, REVERSING, HEAT PUMP",488
"VALVE, SANITARY BALL",488
"VALVE, SHUTOFF",488
"VALVE, SHUTOFF, SANITARY",488
"VALVE, SOLENOID AIR, OIL, WATER",488
"VALVE, SOLENOID LESS COIL",488
"VALVE, SOLENOID, SANITARY",488
"VALVE, SOLENOID, STEAM",488
"VALVE, SPOOL",488
"VALVE, SPRING",488
"VALVE, SPRINKLER",488
"VALVE, TANK BOTTOM",488
"VALVE, TEMPERATURE CONTROL",488
"VALVE, THERMAL PROTECTION",488
"VALVE, THERMOSTATIC EXPANSION",488
"VALVE, UNION",488
"VALVE, VACUUM RELEASE",488
"VALVE, VENT",488
"VALVE, WASTE",488
"VALVE, ZONE",488
VANE,488
VANITY,488
VARISTOR,488
VENT,488
"VENT, AIR, HVAC",488
"VENT, AIR, PUMP",488
"VENT, BREATHER",488
"VENT, DRUM",488
"VENT, PLUMBING",488
"VENTILATOR, EXHAUST, ATTIC",488
"VENTILATOR, EXHAUST, CEILING",488
"VENTILATOR, KITCHEN",488
"VENTILATOR, WIND DRIVEN TURBINE",488
"VEST, PUBLIC SAFETY",488
"VEST, WORK",488
VIBRATOR,488
"VIBRATOR, PNEUMATIC",488
"VIBRATOR, SANITARY",488
"VIEWER, DOOR",488
"VIEWER, SECURITY DOOR",488
"VISE, BENCH",488
"VISE, MACHINING",488
"VISE, PIN",488
"VISOR, FACESHIELD REPLACEMENT",488
"WADER, CHEST",488
"WADER, HIP BOOTS",488
WALLBOARD,488
"WAND, HIGH PRESSURE SPRAY GUN",488
"WARMER, HAND",488
"WASH, HAND/BODY",488
"WASH, SHAMPOO",488
"WASHER & BUSHING, CONDUIT REDUCING",488
"WASHER, CONICAL",488
"WASHER, COUNTERSUNK",488
"WASHER, ELECTRIC PRESSURE",488
"WASHER, INSULATING",488
"WASHER, MISCELLANEOUS",488
"WASHER, ODDIE",488
"WASHER, PRESSURE",488
"WASHER, RETAINING",488
"WASHER, RIVET",488
"WASHER, SEALING",488
"WASHER, SEALING, FOOD GRADE",488
"WASHER, SHOULDER",488
"WASHER, SPHERICAL",488
"WASHER, STRUCTURAL",488
"WASHER, THRUST",488
"WASHER, WAVE",488
"WATCH, WRIST",488
"WATER, BOTTLED",488
"WATER, DISTILLED",488
"WATER, STERILE",488
WAX,488
"WAX, AUTOMOTIVE",488
"WEATHERSTRIP, DOOR",488
WEDGE,488
"WEDGE, DOOR",488
"WEDGE, FLANGE",488
"WEDGE, WIRE ROPE",488
"WEIGHT, CALIBRATION",488
"WEIGHT, WHEEL",488
"WELDER, MIG",488
"WELDER, STICK",488
"WELDER, TIG",488
"WELDING OUTFIT, GAS",488
WELDMENT,488
"WELL, IMMERSION",488
"WHEEL AND TIRE, AUTOMOTIVE",488
"WHEEL, BLOWER, DIRECT DRIVE",488
"WHEEL, BUFFING",488
"WHEEL, DEBURRING DISC",488
"WHEEL, DIAMOND/CBN GRINDING",488
"WHEEL, DRESSING",488
"WHEEL, GRINDING, CYLINDER/PLATE MOUNTED",488
"WHEEL, GRINDING, DIAMOND SEGMENT CUP",488
"WHEEL, GRINDING, DISH TYP12",488
"WHEEL, GRINDING, FLARING CUP",488
"WHEEL, GRINDING, STRAIGHT",488
"WHEEL, GRINDING, STRAIGHT CUP",488
"WHEEL, HAND TRUCK",488
"WHEEL, MEASURING",488
"WHEEL, NON-WOVEN CONVOLUTE",488
"WHEEL, STRIPPING",488
"WHEEL, WIRE",488
WHEELBARROW,488
WHEELCHAIR,488
"WHEELS, RUBBER",488
"WHIP, WARNING",488
WHISTLE,488
WICK,488
"WINCH, CONFINED SPACE ENTRY",488
"WINCH, ELECTRIC",488
"WINCH, MANUAL",488
"WINDER, MACHINE",488
WINDOW,488
WINDOW TREATMENT,488
"WINDOW, INFRARED",488
WINDSOCK,488
WING,488
"WIPE, CLEAN ROOM",488
"WIPE, CLEANING",488
"WIPE, DISINFECTING",488
"WIPE, GYM EQUIPMENT",488
"WIPE, HAND",488
"WIPE, HAND SANITIZER",488
"WIPE, SPECIALTY CLEANING",488
"WIPE, STAINLESS STEEL",488
WIPER,488
"WIPER, WINDSHIELD",488
"WIRE, BALING",488
"WIRE, BARBED",488
"WIRE, FUSE",488
"WIRE, IGNITION",488
"WIRE, LEAD",488
"WIRE, MIG WELDING",488
"WIRE, STIR",488
"WIRE, THERMOCOUPLE",488
"WIRE, TIE",488
"WIRE, WELDING",488
"WIRE, WELDING, FOOD GRADE",488
"WORK TABLE, MOBILE",488
"WORKSTATION, MOBILE",488
"WRAP, ANTI VIBRATION",488
"WRAP, PIPE INSULATION",488
"WRAP, PIPE REPAIR",488
"WRAP,STERILIZATION",488
WRENCH,488
"WRENCH, ADJUSTABLE",488
"WRENCH, BOX END",488
"WRENCH, CHAIN",488
"WRENCH, CHECK NUT",488
"WRENCH, CROWFOOT SOCKET",488
"WRENCH, DRUM BUNG AND PLUG",488
"WRENCH, FLARE NUT",488
"WRENCH, HYDRANT",488
"WRENCH, IMPACT, AIR",488
"WRENCH, IMPACT, CORDLESS",488
"WRENCH, IMPACT, ELECTRIC",488
"WRENCH, OIL FILTER",488
"WRENCH, OPEN END",488
"WRENCH, PARTS KEY",488
"WRENCH, PIPE",488
"WRENCH, RATCHETING",488
"WRENCH, SANITARY",488
"WRENCH, SERVICE/PUMP",488
"WRENCH, SPANNER",488
"WRENCH, SPUD",488
"WRENCH, STRAP",488
"WRENCH, STRIKING",488
"WRENCH, TAP",488
"WRENCH, TORQUE",488
"WRENCH, TORQUE, ELECTRONIC",488
"WRENCH, TORQUE, FLAT BEAM",488
"WRENCH, TORQUE, MICROMETER",488
"WRENCH, VALVE WHEEL",488
"WRINGER, MOP",488
"WRIST STRAP, ANTISTATIC",488
WYE,488
"WYE, TUBE",488
YOKE,488
